CNTY	DIFF	STATUS	HECTARE	TOF	OWNLAND	AGE	HARVEST	R1	R2	R3	R4	R5	R6	R7	R8	R11	R12	R14	R17	R18	R19	R21	R22	R24	R28	R30	R32	R36	R37
27	1	0	137	4	1	33	89	0,704	0,362	0,2571	0,1809	0,523	1,711	1,241	0,4958	0,6833	1,2629	0,4205	0,0296	0,057	0,325	0,124	0,8628	0,167	0,459	0,06299	0,402	1,562	0,365
27	1	1	107	1	1	45	89	0,358	0,7	0,2291	0,08197	0,276	0,876	0,675	0,2006	0,7242	1,2237	0,2169	0,0481	0,0421	0,134	0,103	0,3292	0,167	0,408	0,2738	0,3661	1,523	0,409
27	1	1	100	1	0	34	89	0,671	0,378	0,1939	0,1302	0,541	0,753	0,607	0,146	0,6123	0,9676	0,1925	0,0621	0,0468	0,193	0,127	0,5248	0,328	0,367	0,1745	0,3204	0,363	0,892
27	1	1	69	1	1	30	89	0,598	0,416	0,08516	0,03354	0,564	1,108	1,046	0,06219	0,7627	1,1738	0,0754	0,0532	0,0589	0,139	0,168	0,3972	0,189	0,35	0,2111	0,2913	1,029	0,539
27	1	1	176	1	1	44	89	0,122	0,912	0,3075	0,03747	0,0844	0,448	0,31	0,1378	0,892	1,4752	0,1254	0,0948	0,0425	0,173	0,104	0,4207	0,112	0,41	0,2376	0,3677	2,147	0,359
27	1	0	177	1	1	39	89	0,426	0,749	0,5494	0,2341	0,192	1,275	0,575	0,7006	0,2596	0,3625	0,7296	0,0608	0,0776	0,187	0,273	0,6603	0,0949	0,284	0,09643	0,2063	2,032	0,359
27	1	1	108	1	1	40	89	0,304	0,758	0,2722	0,08288	0,222	0,724	0,527	0,197	0,5337	1,0019	0,2696	0,104	0,0754	0,199	0,161	0,4258	0,197	0,467	0,2683	0,392	1,646	0,421
27	1	1	123	3	1	40	89	0,488	0,675	0,4945	0,2412	0,247	0,747	0,378	0,3694	0,2042	0,3087	0,644	0,0513	0,0383	0,0811	0,113	0,2395	0,221	0,339	0,2575	0,3003	0,958	0,653
27	1	1	87	3	1	40	89	0,17	0,832	0,08516	0,02374	0,167	0,425	0,418	0,04883	0,892	1,4752	0,07379	0,0468	0,0199	0,11	0,0466	0,2575	0,171	0,427	0,317	0,407	1,447	0,4
27	1	1	139	1	1	52	89	0,345	0,704	0,2011	0,0693	0,275	0,59	0,472	0,1187	0,5251	0,8227	0,1844	0,0877	0,0518	0,127	0,143	0,3502	0,211	0,362	0,2351	0,31	1,069	0,584
27	1	1	57	3	1	49	89	0,134	0,884	0,1545	0,02374	0,114	0,347	0,293	0,05359	0,6845	1,1044	0,07379	0,0787	0,0273	0,0637	0,0718	0,1676	0,147	0,38	0,3165	0,3529	1,844	0,387
27	1	0	220	1	0	44	89	0,486	0,65	0,4287	0,2082	0,277	0,828	0,473	0,3548	0,4429	0,6837	0,4448	0,0483	0,04	0,173	0,113	0,4911	0,207	0,352	0,1793	0,3123	0,906	0,587
27	1	1	110	1	1	40	89	0,444	0,597	0,1558	0,06923	0,375	0,85	0,718	0,1325	0,3739	0,6041	0,2617	0,0662	0,0563	0,223	0,148	0,5857	0,199	0,381	0,1579	0,3249	1,407	0,523
27	1	1	132	1	1	45	89	0,255	0,757	0,08516	0,02374	0,24	0,749	0,703	0,04883	0,5797	1,0104	0,07379	0,0771	0,0578	0,154	0,136	0,3622	0,145	0,426	0,2719	0,3685	2,147	0,359
27	1	0	136	1	0	35	89	0,121	0,909	0,2009	0,02374	0,0893	0,18	0,114	0,04883	0,8531	1,4752	0,07379	0,105	0,015	0,0644	0,0276	0,119	0,365	0,475	0,3759	0,4313	0,393	0,785
27	1	1	84	3	1	40	89	0,364	0,809	0,5878	0,2141	0,15	0,616	0,254	0,3623	0,2583	0,3414	0,5838	0,11	0,0675	0,299	0,278	1,2291	0,144	0,243	-0,0557	0,1758	1,072	0,591
27	1	1	119	3	0	49	89	0,424	0,636	0,2222	0,09417	0,33	0,651	0,507	0,1447	0,2689	0,4042	0,3499	0,0947	0,0617	0,149	0,184	0,4447	0,218	0,335	0,1859	0,273	1,123	0,651
27	1	1	97	1	1	40	89	0,705	0,319	0,1095	0,07719	0,628	0,984	0,876	0,1077	0,612	1,1038	0,1497	0,041	0,0404	0,115	0,0907	0,2582	0,319	0,446	0,3305	0,4051	0,676	0,717
27	1	1	73	3	0	35	89	0,5	0,535	0,1313	0,06559	0,434	0,871	0,757	0,1144	0,491	0,7578	0,1889	0,0605	0,0527	0,183	0,15	0,5191	0,202	0,352	0,1693	0,2993	1,138	0,574
27	1	1	36	3	1	28	89	0,736	0,286	0,1056	0,07779	0,649	1,645	1,241	0,1738	0,195	0,3367	0,4712	0,0481	0,0792	0,133	0,188	0,3165	0,188	0,421	0,2876	0,3417	1,865	0,448
27	1	1	78	3	1	35	89	0,212	0,809	0,1258	0,02669	0,186	0,48	0,42	0,06038	0,8571	1,1951	0,07379	0,0798	0,0383	0,0943	0,135	0,3333	0,125	0,283	0,1885	0,2445	1,345	0,442
27	1	1	94	1	1	35	89	0,786	0,252	0,1929	0,1517	0,634	1,69	1,241	0,3261	0,4685	0,8603	0,4104	0,0881	0,146	0,276	0,327	0,6062	0,212	0,455	0,1794	0,3065	1,355	0,465
27	1	0	97	4	0	48	89	0,539	0,5	0,1464	0,07894	0,46	0,59	0,504	0,08641	0,4742	0,7761	0,1541	0,101	0,0595	0,114	0,153	0,2935	0,355	0,389	0,2749	0,3296	0,534	0,914
27	1	0	91	3	0	52	89	0,454	0,609	0,2274	0,1033	0,351	0,644	0,498	0,1465	0,3148	0,4547	0,3176	0,0579	0,0373	0,114	0,121	0,3698	0,217	0,308	0,1938	0,2703	0,957	0,705
27	1	1	101	1	1	45	89	0,217	0,891	0,5584	0,1214	0,096	0,305	0,135	0,1702	0,7769	1,4101	0,1797	0,0202	0,00606	0,0462	0,0183	0,1028	0,32	0,449	0,3759	0,4313	0,455	0,713
27	1	1	65	3	1	37	89	0,425	0,623	0,18	0,07646	0,348	0,741	0,608	0,1334	0,413	0,6117	0,2442	0,0736	0,0545	0,126	0,168	0,3893	0,186	0,325	0,1984	0,2703	1,198	0,573
27	1	1	101	1	1	42	89	0,205	0,866	0,4025	0,08258	0,123	0,301	0,18	0,1211	0,892	1,4577	0,1071	0,0346	0,0104	0,0833	0,0339	0,2708	0,21	0,307	0,2242	0,2971	0,351	0,682
27	1	0	61	3	1	31	89	0,213	0,857	0,383	0,0815	0,131	0,257	0,159	0,09853	0,09145	0,1414	0,5186	0,0665	0,0171	0,0767	0,0484	0,217	0,292	0,353	0,2767	0,3363	1,019	0,827
27	1	1	102	3	1	49	89	0,371	0,708	0,2992	0,1109	0,26	0,631	0,442	0,1888	0,7353	1,4628	0,2043	0,089	0,0562	0,145	0,113	0,2925	0,292	0,475	0,3519	0,4313	0,779	0,587
27	1	1	110	1	0	45	89	0,439	0,749	0,5714	0,251	0,188	0,555	0,238	0,3169	0,3626	0,591	0,4664	0,0974	0,054	0,174	0,14	0,4503	0,306	0,387	0,2125	0,3325	0,583	0,792
27	1	1	62	3	1	44	89	0,39	0,753	0,4861	0,1896	0,2	0,655	0,337	0,3185	0,7485	1,1789	0,2985	0,102	0,0669	0,166	0,183	0,4556	0,217	0,365	0,1988	0,2982	0,613	0,595
27	1	1	117	1	1	45	89	0,284	0,754	0,1794	0,05102	0,233	0,547	0,449	0,09808	0,892	1,4752	0,09147	0,0461	0,0252	0,0716	0,047	0,1335	0,279	0,475	0,3759	0,4313	0,85	0,52
27	1	1	91	3	1	40	89	0,293	0,738	0,1435	0,04203	0,251	0,727	0,623	0,1044	0,7222	1,4752	0,1263	0,0759	0,0552	0,133	0,106	0,2546	0,21	0,475	0,3759	0,4313	1,657	0,403
27	1	1	119	1	1	32	89	0,47	0,62	0,3094	0,1455	0,325	0,714	0,493	0,2208	0,7639	1,227	0,2242	0,0546	0,039	0,163	0,103	0,4312	0,249	0,377	0,2147	0,3384	0,533	0,659
27	1	1	133	4	1	49	89	0,429	0,708	0,4524	0,1943	0,235	0,501	0,274	0,2267	0,4093	0,6673	0,3565	0,0501	0,0251	0,0908	0,0649	0,2347	0,331	0,387	0,2959	0,3616	0,531	0,857
27	1	1	116	3	1	42	89	0,511	0,508	0,08516	0,03738	0,473	1,416	1,241	0,1036	0,3428	0,5917	0,2321	0,0782	0,111	0,212	0,263	0,5032	0,152	0,421	0,209	0,31	2,147	0,361
27	1	1	90	3	1	49	89	0,228	0,82	0,2604	0,0595	0,169	0,447	0,33	0,1163	0,4307	0,6206	0,2126	0,0313	0,014	0,104	0,0456	0,3404	0,157	0,306	0,2019	0,2921	1,407	0,512
27	1	0	92	3	0	35	89	0,347	0,664	0,08516	0,02374	0,331	0,506	0,482	0,04883	0,4088	0,6928	0,07379	0,0361	0,0183	0,275	0,0445	0,6706	0,281	0,41	0,135	0,3917	1,024	0,686
27	1	1	92	3	1	51	89	0,189	0,844	0,2047	0,03869	0,15	0,574	0,456	0,1174	0,3537	0,5931	0,2492	0,0993	0,0569	0,181	0,141	0,448	0,133	0,404	0,2228	0,3466	2,147	0,359
27	1	1	144	1	1	32	89	0,497	0,576	0,2572	0,1279	0,369	1,166	0,866	0,2999	0,6373	1,1866	0,32	0,059	0,0688	0,146	0,149	0,315	0,197	0,463	0,3171	0,3942	1,408	0,426
27	1	1	159	1	1	49	89	0,463	0,658	0,3951	0,1828	0,28	0,778	0,471	0,3076	0,4929	0,8109	0,3843	0,0566	0,0441	0,102	0,112	0,261	0,233	0,392	0,2898	0,348	0,882	0,594
27	1	1	131	1	1	58	89	0,498	0,576	0,2586	0,1288	0,369	0,975	0,723	0,2522	0,652	1,0952	0,2789	0,0557	0,0543	0,122	0,134	0,3018	0,207	0,405	0,2825	0,3504	1,053	0,511
27	1	1	0	4	0	49	89	0,419	0,621	0,1554	0,06516	0,354	0,406	0,343	0,06315	0,4086	0,5745	0,1339	0,0824	0,0335	0,0736	0,116	0,2548	0,298	0,289	0,2153	0,2554	0,498	1,032
27	1	0	106	3	1	43	89	0,277	0,829	0,4612	0,1279	0,149	0,566	0,305	0,261	0,1547	0,3014	0,6278	0,049	0,0277	0,0801	0,057	0,1646	0,238	0,475	0,3759	0,4313	1,624	0,49
27	1	1	122	3	1	43	89	0,352	0,735	0,339	0,1195	0,233	0,507	0,335	0,1718	0,4798	0,8288	0,2637	0,0691	0,035	0,0853	0,0832	0,2025	0,293	0,421	0,3358	0,386	0,787	0,695
27	1	1	60	3	1	45	89	0,269	0,736	0,08516	0,02374	0,262	0,584	0,57	0,04883	0,3632	0,6682	0,07379	0,07	0,0409	0,104	0,0896	0,2269	0,21	0,457	0,3529	0,4156	1,797	0,46
27	1	1	88	3	1	52	89	0,129	0,915	0,3726	0,04792	0,0807	0,229	0,144	0,08544	0,4507	0,8517	0,1594	0,038	0,00872	0,0593	0,0185	0,1259	0,264	0,471	0,3759	0,4313	1,247	0,561
27	1	0	100	3	1	48	89	0,379	0,664	0,1724	0,06535	0,314	0,706	0,584	0,1217	0,5946	1,0699	0,1699	0,0395	0,0279	0,0997	0,0627	0,2244	0,239	0,444	0,3446	0,4164	1,146	0,537
27	1	1	181	3	1	37	89	0,453	0,623	0,2711	0,1229	0,331	0,906	0,66	0,2456	0,6494	1,0036	0,2744	0,0648	0,0587	0,136	0,166	0,3851	0,177	0,353	0,217	0,2942	1,103	0,501
27	1	1	84	3	1	49	89	0,175	0,88	0,3573	0,06239	0,112	0,394	0,253	0,1406	0,5508	0,7716	0,2034	0,0347	0,0137	0,0301	0,0478	0,09821	0,127	0,286	0,2647	0,2725	1,563	0,444
27	1	1	138	3	1	45	89	0,244	0,84	0,4112	0,1004	0,144	0,482	0,284	0,198	0,5996	0,9008	0,2483	0,052	0,0251	0,155	0,075	0,4644	0,169	0,334	0,1791	0,3093	1,175	0,507
27	1	0	123	4	1	48	89	0,551	0,475	0,1015	0,05591	0,495	0,971	0,872	0,09848	0,6202	0,9955	0,137	0,0481	0,0467	0,12	0,124	0,3179	0,214	0,377	0,2572	0,3303	1,043	0,568
27	1	0	76	3	0	47	89	0,304	0,714	0,08516	0,02569	0,278	0,481	0,44	0,04883	0,4031	0,6333	0,09148	0,0442	0,0212	0,0572	0,0584	0,1574	0,23	0,363	0,3063	0,3423	1,137	0,633
27	1	1	79	3	1	40	89	0,291	0,775	0,2938	0,08546	0,205	0,595	0,42	0,1747	0,3128	0,4201	0,3584	0,0667	0,0397	0,115	0,155	0,4483	0,125	0,256	0,141	0,2159	1,557	0,489
27	1	1	102	1	1	35	89	0,668	0,375	0,1736	0,116	0,552	1,711	1,241	0,3118	0,2439	0,4824	0,5611	0,0701	0,126	0,179	0,255	0,3626	0,184	0,475	0,3151	0,3686	2,131	0,372
27	2	1	90	3	0	41	89	0,567	0,563	0,4065	0,2306	0,337	0,661	0,392	0,2688	0,1771	0,2739	0,6028	0,081	0,0536	0,176	0,152	0,4985	0,303	0,353	0,1771	0,2997	0,72	0,858
27	2	1	89	1	1	43	89	0,383	0,764	0,5025	0,1923	0,19	1,03	0,512	0,5176	-0,23	-0,383	1,8009	0,114	0,146	0,325	0,57	0,9479	0,148	0,399	0,02081	0,1717	2,147	0,372
27	2	1	31	1	0	30	89	0,786	0,227	0,08516	0,0581	0,649	1,577	1,241	0,1166	0,3068	0,3068	0,2754	0,0311	0,0491	0,202	0,646	1,5371	0,0832	0,159	-0,0872	0,05513	1,583	0,498
27	2	1	77	3	1	40	89	0,696	0,442	0,45	0,3134	0,383	1,556	0,856	0,7002	-0,106	-0,13	1,1789	0,0599	0,0932	0,246	0,504	1,3307	0,0832	0,185	-0,0611	0,0917	1,64	0,448
27	2	1	76	1	1	39	89	0,759	0,32	0,3229	0,245	0,514	0,954	0,646	0,3082	0,05031	0,07901	0,8597	0,0807	0,077	0,217	0,212	0,5974	0,289	0,363	0,1462	0,2862	0,899	0,795
27	2	1	24	4	1	37	89	0,641	0,374	0,08516	0,03886	0,602	1,575	1,241	0,09554	0,3015	0,4625	0,2406	0,0687	0,108	0,172	0,311	0,4939	0,142	0,348	0,1762	0,2399	2,062	0,407
27	2	1	53	3	0	27	89	0,682	0,386	0,2562	0,1747	0,507	1,19	0,885	0,3048	0,409	0,6188	0,427	0,0471	0,056	0,159	0,165	0,4679	0,194	0,339	0,1804	0,2831	1,031	0,573
27	2	1	77	3	1	31	89	0,844	0,18	0,1575	0,1329	0,649	1,179	0,993	0,1857	0,07492	0,1013	0,7125	0,0599	0,0706	0,144	0,271	0,5542	0,186	0,261	0,1162	0,19	1,137	0,716
27	2	1	118	3	1	47	89	0,617	0,42	0,1454	0,08977	0,528	1,364	1,165	0,1983	0,1723	0,2792	0,5351	0,0769	0,105	0,227	0,274	0,592	0,173	0,383	0,1562	0,278	1,838	0,453
27	2	1	73	3	1	43	89	0,396	0,641	0,1475	0,05846	0,338	0,78	0,665	0,115	0,3275	0,6094	0,2598	0,0726	0,0566	0,145	0,122	0,3145	0,235	0,463	0,3171	0,4059	1,524	0,508
27	2	1	111	3	1	40	89	0,545	0,532	0,2658	0,1449	0,4	1,09	0,801	0,2899	0,2393	0,3126	0,5478	0,0919	0,1	0,209	0,427	0,8921	0,117	0,234	0,02529	0,1342	1,472	0,5
27	2	1	120	1	1	59	89	0,491	0,632	0,3952	0,194	0,297	1,452	0,878	0,5737	0,2036	0,3391	0,7381	0,0898	0,13	0,325	0,326	0,8857	0,135	0,4	0,04567	0,2693	2,147	0,359
27	2	1	57	3	0	44	89	0,494	0,619	0,3702	0,1828	0,311	0,776	0,489	0,2872	0,4541	0,7927	0,3874	0,0446	0,0346	0,161	0,081	0,3768	0,272	0,427	0,2662	0,3925	0,83	0,636
27	2	1	80	2	1	31	89	0,498	0,546	0,1616	0,08046	0,417	1,314	1,102	0,2124	0,6772	1,0582	0,2388	0,0472	0,0621	0,201	0,172	0,5594	0,136	0,36	0,1586	0,2979	1,75	0,379
27	2	1	50	3	0	37	89	0,761	0,351	0,4178	0,3178	0,443	1,055	0,614	0,4409	-0,203	-0,286	1,8516	0,0815	0,086	0,161	0,295	0,5526	0,21	0,292	0,1306	0,2058	1,149	0,721
27	2	1	68	3	1	45	89	0,468	0,584	0,1894	0,08859	0,379	0,747	0,606	0,1415	0,1899	0,3936	0,4269	0,07	0,0523	0,155	0,101	0,2996	0,324	0,475	0,3624	0,4313	1,266	0,626
27	2	1	54	3	1	62	89	0,515	0,572	0,2959	0,1524	0,363	1,114	0,784	0,3296	0,4461	0,6546	0,4249	0,0656	0,0731	0,264	0,23	0,8288	0,147	0,318	0,05452	0,2454	1,388	0,462
27	2	1	123	3	1	52	89	0,459	0,792	0,6906	0,3172	0,142	0,919	0,284	0,635	0,3529	0,4056	0,6427	0,0692	0,0637	0,119	0,491	0,9193	0,0832	0,159	0,01048	0,06608	1,014	0,5
27	2	1	94	1	0	33	89	1,076	0	0,6377	0,665	0,649	0,838	0,304	0,5346	-0,307	-0,371	1,9929	0,0954	0,08	0,176	0,468	1,0319	0,365	0,171	-0,00545	0,09091	0,351	1,102
27	2	1	73	3	1	61	89	0,656	0,607	0,6611	0,4339	0,222	1,169	0,396	0,7726	0,08745	0,154	0,8983	0,0748	0,0875	0,162	0,202	0,3738	0,243	0,432	0,2706	0,3447	0,921	0,562
27	2	1	17	4	1	53	89	0,972	0,0647	0,5836	0,5672	0,405	1,143	0,476	0,6672	-0,0264	-0,0313	1,0411	0,0202	0,0231	0,0791	0,147	0,5053	0,133	0,159	0,07743	0,1334	0,535	0,85
27	2	1	50	4	0	34	89	1,015	0	0,2309	0,2344	0,649	1,711	1,241	0,5233	0,1092	0,112	0,8274	0,0333	0,0754	0,181	0,646	1,5371	0,0832	0,159	-0,0872	0,05513	1,6	0,448
27	2	1	106	4	1	40	89	0,729	0,347	0,303	0,221	0,508	1,018	0,71	0,3085	-0,092	-0,14	1,4246	0,0925	0,0942	0,194	0,276	0,5667	0,245	0,342	0,1482	0,2477	1,179	0,716
27	2	0	68	2	0	43	89	0,488	0,625	0,3715	0,1813	0,307	0,978	0,614	0,3632	-0,0499	-0,0799	1,1591	0,0541	0,0529	0,164	0,141	0,4351	0,188	0,376	0,2126	0,3235	1,69	0,499
27	2	0	98	3	0	42	89	0,411	0,909	0,7902	0,3527	0,0587	0,577	0,0824	0,4951	-0,119	-0,194	1,3151	0,0856	0,0494	0,0799	0,127	0,2051	0,278	0,39	0,3097	0,3402	1,027	0,712
27	2	0	112	1	0	42	89	0,864	0,541	0,7902	0,665	0,116	0,513	0,0695	0,4447	-0,0324	-0,0437	1,0784	0,0709	0,0364	0,0593	0,14	0,228	0,365	0,26	0,2008	0,2237	0,351	1,102
27	2	0	95	3	1	44	89	0,717	0,391	0,386	0,2768	0,44	1,575	0,967	0,6082	0,4885	0,6261	0,5546	0,0782	0,123	0,325	0,56	1,5371	0,1	0,22	-0,0872	0,09663	1,1	0,455
27	2	0	125	3	0	38	89	0,859	0,321	0,6522	0,5602	0,299	1,203	0,419	0,785	-0,296	-0,406	1,6055	0,0865	0,104	0,227	0,386	0,8393	0,193	0,27	0,04339	0,1659	0,912	0,714
27	2	0	199	1	1	47	89	0,77	0,346	0,4369	0,3365	0,434	0,938	0,528	0,4096	0,183	0,2437	0,6912	0,0627	0,0588	0,149	0,236	0,5977	0,205	0,249	0,1002	0,1903	0,625	0,822
27	2	0	67	3	0	50	89	0,413	0,69	0,3608	0,149	0,264	0,608	0,388	0,2192	0,1347	0,1753	0,6195	0,0687	0,0418	0,16	0,18	0,6892	0,158	0,232	0,07203	0,19	1,117	0,68
27	2	1	102	3	1	30	89	0,826	0,318	0,5492	0,4538	0,373	1,711	1,186	0,8797	0,7675	1,0544	0,653	0,0353	0,0928	0,203	0,341	0,7471	0,0855	0,272	0,06882	0,1794	0,971	0,359
27	2	1	70	4	1	43	89	0,803	0,46	0,7127	0,5724	0,231	1,711	0,54	0,8797	-0,27	-0,32	1,2525	0,0477	0,0896	0,199	0,57	1,2667	0,0832	0,159	-0,0419	0,06752	1,271	0,427
27	2	1	86	1	1	37	89	1,076	0	0,2746	0,2966	0,649	1,711	1,241	0,4715	0,1814	0,2809	0,7222	0,0435	0,0746	0,199	0,211	0,5614	0,223	0,354	0,1554	0,2798	0,937	0,629
27	2	1	82	1	1	36	89	0,772	0,263	0,175	0,1351	0,637	1,32	1,089	0,2309	0,1257	0,1941	0,6475	0,0745	0,0984	0,26	0,279	0,7364	0,206	0,352	0,0929	0,2541	1,352	0,585
27	2	1	93	1	1	36	89	0,855	0,159	0,1033	0,08834	0,649	1,131	1,014	0,1168	0,2173	0,31	0,3497	0,0961	0,109	0,248	0,363	0,8281	0,226	0,299	0,0514	0,1904	0,988	0,756
27	2	1	109	3	0	40	89	0,721	0,455	0,5352	0,3857	0,335	1,139	0,529	0,6096	-0,246	-0,36	1,6745	0,1	0,114	0,211	0,359	0,6649	0,201	0,318	0,1066	0,2038	1,217	0,633
27	2	1	53	3	1	38	89	1,076	0	0,3053	0,3284	0,649	1,116	0,775	0,3406	0,09825	0,1461	0,7761	0,0685	0,0764	0,277	0,233	0,8467	0,316	0,328	0,05022	0,2511	0,598	0,964
27	2	1	99	1	0	45	89	1,076	0	0,3974	0,4691	0,649	1,108	0,667	0,4402	-0,0379	-0,0501	1,0941	0,0748	0,0828	0,181	0,34	0,7427	0,26	0,244	0,06272	0,161	0,536	1,066
27	2	1	72	3	1	31	89	0,941	0,112	0,5016	0,4719	0,469	1,548	0,772	0,7767	0,03934	0,05526	0,9518	0,0516	0,08	0,181	0,278	0,63	0,175	0,288	0,1066	0,2081	0,83	0,608
27	2	1	70	3	1	56	89	0,432	0,64	0,2633	0,1138	0,319	0,913	0,673	0,2405	0,1557	0,2542	0,607	0,0966	0,0882	0,208	0,228	0,5357	0,183	0,388	0,1799	0,2993	1,716	0,473
27	2	1	115	3	0	53	89	0,574	0,628	0,5596	0,321	0,253	1,373	0,605	0,7685	-0,176	-0,234	1,2969	0,0787	0,108	0,158	0,434	0,6364	0,104	0,249	0,09053	0,141	1,801	0,418
27	2	1	72	3	1	36	89	0,65	0,411	0,2283	0,1484	0,502	1,589	1,226	0,3627	0,2033	0,312	0,6408	0,0764	0,121	0,208	0,348	0,5973	0,143	0,348	0,1403	0,2271	1,878	0,409
27	2	1	86	1	1	32	89	0,457	0,57	0,1023	0,04669	0,41	0,818	0,734	0,08361	0,5251	0,8579	0,1374	0,0614	0,0502	0,092	0,129	0,2371	0,217	0,388	0,296	0,3378	1,182	0,558
27	2	1	53	3	1	35	89	0,559	0,486	0,1648	0,09206	0,467	1,607	1,241	0,2648	0,2831	0,3224	0,4833	0,0445	0,0715	0,21	0,588	1,5371	0,0832	0,159	-0,0872	0,05513	2,147	0,359
27	2	1	61	1	1	37	89	0,625	0,411	0,1431	0,08952	0,536	1,711	1,241	0,2923	0,4423	0,4637	0,3979	0,0942	0,146	0,325	0,646	1,5371	0,0832	0,159	-0,0872	0,05513	2,147	0,359
27	2	1	55	3	1	50	89	0,653	0,478	0,4187	0,2734	0,38	1,711	1,023	0,7365	0,01983	0,03167	0,9738	0,0491	0,0864	0,207	0,231	0,553	0,139	0,374	0,1671	0,2875	1,938	0,371
27	2	1	64	3	1	30	89	0,694	0,429	0,4132	0,2869	0,407	1,465	0,86	0,6055	-0,176	-0,232	1,4104	0,0474	0,0695	0,237	0,287	0,9795	0,115	0,242	0,00496	0,1725	1,681	0,474
27	2	1	60	3	1	42	89	0,337	0,712	0,2018	0,06793	0,269	0,699	0,558	0,141	0,2556	0,3652	0,3556	0,0819	0,0573	0,15	0,191	0,4982	0,145	0,3	0,1506	0,2428	1,68	0,482
27	2	1	87	3	1	34	89	0,543	0,491	0,1287	0,06989	0,473	1,1	0,959	0,1416	0,5797	0,8753	0,1963	0,0536	0,059	0,163	0,175	0,4825	0,167	0,338	0,1748	0,2788	1,305	0,494
27	2	1	130	3	1	38	89	0,812	0,31	0,4847	0,3937	0,418	1,496	0,771	0,7249	-0,313	-0,438	1,7587	0,0731	0,109	0,235	0,363	0,7798	0,164	0,301	0,06631	0,1918	1,429	0,543
27	2	1	66	3	0	44	89	0,964	0,0588	0,4043	0,3897	0,574	1,182	0,704	0,478	-0,157	-0,233	1,4902	0,0452	0,0535	0,146	0,164	0,4493	0,265	0,325	0,1793	0,272	0,906	0,815
27	2	0	245	1	0	49	89	1,076	0	0,4761	0,5676	0,625	1,711	0,946	0,8597	-0,32	-0,438	1,5934	0,0807	0,146	0,325	0,345	1,5371	0,279	0,422	-0,0872	0,2765	0,975	0,66
27	2	1	112	1	1	46	89	0,741	0,316	0,2415	0,1789	0,562	1,531	1,161	0,3697	0,06788	0,1109	0,8449	0,107	0,146	0,261	0,422	0,6719	0,188	0,388	0,1273	0,2242	1,629	0,484
27	2	1	64	3	0	54	89	0,502	0,696	0,5661	0,284	0,218	0,898	0,39	0,5084	0,2374	0,3333	0,6816	0,0949	0,0852	0,163	0,296	0,5661	0,161	0,288	0,1248	0,2024	1,044	0,559
27	2	1	69	3	1	50	89	0,825	0,216	0,2308	0,1904	0,635	1,252	0,963	0,2889	0,1556	0,237	0,65	0,105	0,132	0,216	0,384	0,6293	0,227	0,344	0,1274	0,2119	1,073	0,659
27	2	1	108	3	1	48	89	0,708	0,439	0,4739	0,3355	0,373	1,711	1,001	0,8797	-0,316	-0,401	1,5406	0,114	0,146	0,325	0,646	1,5371	0,0832	0,211	-0,0872	0,05513	2,103	0,372
27	2	1	101	3	0	36	89	0,528	0,726	0,6623	0,3495	0,178	0,707	0,239	0,4683	-0,105	-0,126	1,2894	0,07	0,0495	0,141	0,303	0,8673	0,122	0,163	0,02164	0,1136	0,977	0,746
27	1	1	166	1	1	35	90	0,25	0,81	0,2959	0,07392	0,176	0,43	0,303	0,1272	0,8316	1,4752	0,1327	0,107	0,0461	0,24	0,0947	0,4921	0,283	0,475	0,2474	0,4313	0,762	0,581
27	1	1	101	1	0	35	90	0,423	0,614	0,1439	0,06085	0,362	0,682	0,584	0,09811	0,6572	1,0692	0,1299	0,0451	0,0307	0,217	0,0798	0,5644	0,239	0,385	0,1679	0,3546	0,857	0,62
27	1	1	138	3	1	42	90	0,437	0,599	0,1365	0,05961	0,377	1,001	0,864	0,1367	0,5208	0,8443	0,2079	0,0526	0,0526	0,143	0,137	0,3735	0,167	0,383	0,2401	0,3306	1,635	0,436
27	1	1	166	1	1	50	90	0,389	0,66	0,1875	0,07286	0,316	0,938	0,762	0,1759	0,6125	1,0936	0,2231	0,106	0,0995	0,244	0,226	0,5551	0,182	0,44	0,1958	0,3404	1,625	0,414
27	1	0	137	4	1	33	90	0,656	0,371	0,1134	0,07446	0,582	1,139	1,01	0,1292	0,6725	1,2192	0,1612	0,0815	0,0928	0,212	0,207	0,4732	0,258	0,448	0,2362	0,3556	0,934	0,576
27	1	1	107	1	1	45	90	0,39	0,663	0,2064	0,0805	0,31	1,063	0,843	0,2193	0,5962	1,0547	0,269	0,0554	0,0588	0,186	0,135	0,4289	0,16	0,435	0,2483	0,3759	1,909	0,367
27	1	1	100	1	0	34	90	0,634	0,4	0,1336	0,08464	0,549	0,611	0,529	0,08159	0,5513	0,8569	0,1289	0,063	0,0385	0,179	0,108	0,5033	0,365	0,357	0,1772	0,3182	0,351	1,037
27	1	1	69	1	1	30	90	0,619	0,424	0,1618	0,1001	0,518	1,244	1,043	0,2013	0,5677	0,8269	0,2618	0,0623	0,0776	0,2	0,247	0,6368	0,156	0,314	0,1139	0,236	1,243	0,497
27	1	1	176	1	1	44	90	0,131	0,878	0,08516	0,02374	0,121	0,319	0,293	0,04883	0,218	0,3808	0,105	0,114	0,0384	0,081	0,0898	0,1895	0,176	0,428	0,3465	0,3891	2,147	0,412
